Date,GoldPrice_Gm,AfterImportDuty,ConsumerPrice_gst,Gold916_gst,GoldPrice_Oz
6/4/2019,2948.57,3317.14,3416.65,3129.65,91710.90
6/3/2019,2933.13,3299.77,3398.76,3113.26,91230.60
5/31/2019,2902.84,3265.70,3363.67,3081.12,90288.50
5/30/2019,2877.59,3237.29,3334.41,3054.32,89503.20
5/29/2019,2877.41,3237.09,3334.20,3054.13,89497.60
5/28/2019,2863.93,3221.92,3318.58,3039.82,89078.30
5/27/2019,2866.23,3224.51,3321.25,3042.27,89149.80
5/24/2019,2867.06,3225.44,3322.20,3043.14,89175.40
5/23/2019,2889.85,3251.08,3348.61,3067.33,89884.40
5/22/2019,2853.13,3209.77,3306.06,3028.35,88742.40
5/21/2019,2849.53,3205.72,3301.89,3024.53,88630.20
5/20/2019,2863.05,3220.93,3317.56,3038.88,89050.70
5/17/2019,2892.08,3253.59,3351.20,3069.70,89953.80
5/16/2019,2908.36,3271.91,3370.07,3086.98,90460.20
5/15/2019,2937.79,3305.01,3404.16,3118.21,91375.40
5/14/2019,2941.32,3308.99,3408.26,3121.97,91485.30
5/13/2019,2937.68,3304.89,3404.04,3118.10,91372.20
5/10/2019,2892.39,3253.94,3351.56,3070.03,89963.40
5/9/2019,2891.85,3253.33,3350.93,3069.45,89946.60
5/8/2019,2880.53,3240.60,3337.82,3057.44,89594.50
5/7/2019,2859.93,3217.42,3313.94,3035.57,88953.70
5/6/2019,2852.76,3209.36,3305.64,3027.97,88730.60
5/3/2019,2845.53,3201.22,3297.26,3020.29,88506.00
5/2/2019,2834.14,3188.41,3284.06,3008.20,88151.50
5/1/2019,2870.84,3229.70,3326.59,3047.16,89293.10
4/30/2019,2867.49,3225.93,3322.71,3043.60,89188.80
4/29/2019,2880.20,3240.23,3337.44,3057.10,89584.20
4/26/2019,2890.78,3252.13,3349.69,3068.32,89913.30
4/25/2019,2893.34,3255.01,3352.66,3071.04,89993.00
4/24/2019,2856.39,3213.44,3309.84,3031.81,88843.80
4/23/2019,2841.26,3196.42,3292.31,3015.76,88373.10
4/22/2019,2857.29,3214.45,3310.88,3032.77,88871.60
4/19/2019,2844.16,3199.68,3295.67,3018.83,88463.40
4/18/2019,2844.16,3199.68,3295.67,3018.83,88463.40
4/17/2019,2855.16,3212.06,3308.42,3030.51,88805.50
4/16/2019,2856.28,3213.32,3309.72,3031.70,88840.30
4/15/2019,2869.47,3228.15,3324.99,3045.69,89250.60
4/12/2019,2878.51,3238.32,3335.47,3055.29,89531.60
4/11/2019,2877.50,3237.19,3334.31,3054.23,89500.30
4/10/2019,2900.68,3263.27,3361.17,3078.83,90221.30
4/9/2019,2903.46,3266.39,3364.38,3081.77,90307.70
4/8/2019,2912.13,3276.15,3374.43,3090.98,90577.50
4/5/2019,2867.83,3226.31,3323.10,3043.96,89199.40
4/4/2019,2853.56,3210.26,3306.57,3028.82,88755.50
4/3/2019,2838.88,3193.74,3289.55,3013.23,88299.00
4/2/2019,2851.41,3207.84,3304.08,3026.54,88688.70
4/1/2019,2880.94,3241.06,3338.29,3057.87,89607.20
3/29/2019,2885.17,3245.82,3343.19,3062.36,89738.80
3/28/2019,2879.57,3239.52,3336.71,3056.43,89564.50
3/27/2019,2900.49,3263.05,3360.94,3078.62,90215.40
3/26/2019,2913.75,3277.97,3376.31,3092.70,90627.90
3/25/2019,2924.16,3289.68,3388.37,3103.75,90951.60
3/22/2019,2907.51,3270.95,3369.08,3086.08,90433.80
3/21/2019,2898.67,3261.00,3358.83,3076.69,90158.70
3/20/2019,2885.61,3246.31,3343.70,3062.83,89752.60
3/19/2019,2901.42,3264.10,3362.02,3079.61,90244.40
3/18/2019,2878.08,3237.84,3334.98,3054.84,89518.40
3/15/2019,2898.06,3260.32,3358.13,3076.05,90139.60
3/14/2019,2892.07,3253.58,3351.19,3069.69,89953.30
3/13/2019,2920.77,3285.87,3384.45,3100.16,90846.10
3/12/2019,2907.45,3270.88,3369.01,3086.01,90431.90
3/11/2019,2905.91,3269.15,3367.22,3084.37,90383.90
3/8/2019,2923.98,3289.48,3388.16,3103.55,90945.90
3/7/2019,2894.49,3256.30,3353.99,3072.25,90028.80
3/6/2019,2908.96,3272.58,3370.76,3087.62,90478.80
3/5/2019,2909.48,3273.17,3371.37,3088.17,90495.00
3/4/2019,2928.71,3294.80,3393.64,3108.57,91093.10
3/1/2019,2989.20,3362.85,3463.74,3172.79,92974.60
2/28/2019,3016.58,3393.65,3495.46,3201.84,93826.20
2/27/2019,3028.87,3407.48,3509.70,3214.89,94208.40
2/26/2019,3027.31,3405.72,3507.89,3213.23,94160.00
2/25/2019,3038.07,3417.83,3520.36,3224.65,94494.40
2/22/2019,3041.41,3421.59,3524.24,3228.20,94598.40
2/21/2019,3046.39,3427.19,3530.01,3233.49,94753.40
2/20/2019,3073.65,3457.86,3561.60,3262.43,95601.10
2/19/2019,3060.32,3442.86,3546.15,3248.27,95186.60
2/18/2019,3040.48,3420.54,3523.16,3227.21,94569.40
2/15/2019,3016.72,3393.81,3495.62,3201.99,93830.50
2/14/2019,2997.71,3372.42,3473.59,3181.81,93239.20
2/13/2019,2988.90,3362.51,3463.39,3172.47,92965.30
2/12/2019,2981.26,3353.92,3454.54,3164.36,92727.70
2/11/2019,2988.85,3362.46,3463.33,3172.41,92963.70
2/8/2019,3013.94,3390.68,3492.40,3199.04,93743.90
2/7/2019,3006.87,3382.73,3484.21,3191.54,93524.20
2/6/2019,3019.24,3396.65,3498.55,3204.67,93908.80
2/5/2019,3024.54,3402.61,3504.69,3210.30,94073.70
2/4/2019,3026.87,3405.23,3507.39,3212.77,94146.10
2/1/2019,3022.39,3400.19,3502.20,3208.02,94006.80
1/31/2019,3025.69,3403.90,3506.02,3211.51,94109.50
1/30/2019,2998.47,3373.28,3474.48,3182.62,93262.90
1/29/2019,2989.37,3363.04,3463.93,3172.96,92979.90
1/28/2019,2978.32,3350.61,3451.13,3161.24,92636.20
1/25/2019,2963.16,3333.56,3433.57,3145.15,92164.50
1/24/2019,2937.32,3304.49,3403.62,3117.72,91360.90
1/23/2019,2935.60,3302.55,3401.63,3115.89,91307.30
1/22/2019,2944.12,3312.14,3411.50,3124.93,91572.40
1/21/2019,2929.62,3295.82,3394.69,3109.54,91121.50
1/18/2019,2936.92,3304.04,3403.16,3117.29,91348.30
1/17/2019,2946.49,3314.80,3414.24,3127.44,91646.10
1/16/2019,2958.45,3328.26,3428.11,3140.15,92018.20
1/15/2019,2955.35,3324.77,3424.51,3136.85,91921.80
1/14/2019,2943.28,3311.19,3410.53,3124.05,91546.10
1/11/2019,2920.64,3285.72,3384.29,3100.01,90842.00
1/10/2019,2926.39,3292.19,3390.96,3106.12,91020.80
1/9/2019,2921.81,3287.04,3385.65,3101.26,90878.50
1/8/2019,2903.18,3266.08,3364.06,3081.48,90299.10
1/7/2019,2895.08,3256.97,3354.68,3072.89,90047.00
1/4/2019,2869.88,3228.62,3325.48,3046.14,89263.40
1/3/2019,2908.17,3271.69,3369.84,3086.77,90454.10
1/2/2019,2892.29,3253.83,3351.44,3069.92,89960.20
1/1/2019,2870.85,3229.71,3326.60,3047.17,89293.40
12/31/2018,2870.85,3229.71,3326.60,3047.17,89293.40
12/28/2018,2880.72,3240.81,3338.03,3057.64,89600.30
12/27/2018,2867.81,3226.29,3323.08,3043.94,89199.00
12/26/2018,2837.09,3191.73,3287.48,3011.33,88243.50
12/25/2018,2836.79,3191.39,3287.13,3011.01,88234.00
12/24/2018,2836.79,3191.39,3287.13,3011.01,88234.00
12/21/2018,2831.33,3185.25,3280.81,3005.22,88064.20
12/20/2018,2829.87,3183.60,3279.11,3003.66,88018.70
12/19/2018,2840.79,3195.89,3291.77,3015.26,88358.30
12/18/2018,2838.27,3193.05,3288.84,3012.58,88280.10
12/17/2018,2857.47,3214.65,3311.09,3032.96,88877.30
12/14/2018,2854.30,3211.09,3307.42,3029.60,88778.70
12/13/2018,2864.20,3222.23,3318.90,3040.11,89086.50
12/12/2018,2882.28,3242.57,3339.85,3059.30,89648.80
12/11/2018,2876.83,3236.43,3333.52,3053.50,89479.50
12/10/2018,2858.58,3215.90,3312.38,3034.14,88911.70
12/7/2018,2828.79,3182.39,3277.86,3002.52,87985.20
12/6/2018,2830.13,3183.90,3279.42,3003.95,88026.90
12/5/2018,2802.72,3153.06,3247.65,2974.85,87174.20
12/4/2018,2813.04,3164.67,3259.61,2985.80,87495.40
12/3/2018,2783.59,3131.54,3225.49,2954.55,86579.30
11/30/2018,2728.22,3069.25,3161.33,2895.78,84857.10
11/29/2018,2753.24,3097.40,3190.32,2922.33,85635.20
11/28/2018,2755.45,3099.88,3192.88,2924.68,85704.00
11/27/2018,2778.85,3126.21,3220.00,2949.52,86432.00
11/26/2018,2785.38,3133.55,3227.56,2956.44,86635.10
11/23/2018,2790.67,3139.50,3233.69,2962.06,86799.60
11/22/2018,2798.43,3148.23,3242.68,2970.29,87040.80
11/21/2018,2817.94,3170.18,3265.29,2991.01,87647.70
11/20/2018,2810.81,3162.16,3257.02,2983.43,87426.10
11/19/2018,2812.02,3163.52,3258.43,2984.72,87463.50
11/16/2018,2823.58,3176.53,3271.83,2997.00,87823.30
11/15/2018,2804.48,3155.04,3249.69,2976.72,87229.00
11/14/2018,2797.10,3146.74,3241.14,2968.88,86999.50
11/13/2018,2808.19,3159.21,3253.99,2980.65,87344.60
11/12/2018,2826.65,3179.98,3275.38,3000.25,87918.50
11/9/2018,2822.91,3175.77,3271.04,2996.27,87802.30
11/8/2018,2875.45,3234.88,3331.93,3052.05,89436.40
11/7/2018,2889.07,3250.20,3347.71,3066.50,89860.10
11/6/2018,2892.95,3254.57,3352.21,3070.62,89980.70
11/5/2018,2896.85,3258.96,3356.73,3074.76,90102.10
11/2/2018,2871.79,3230.76,3327.68,3048.15,89322.60
11/1/2018,2910.79,3274.64,3372.88,3089.56,90535.70
10/31/2018,2888.41,3249.46,3346.94,3065.80,89839.50
10/30/2018,2903.30,3266.21,3364.20,3081.61,90302.80
10/29/2018,2907.88,3271.37,3369.51,3086.47,90445.30
10/26/2018,2910.43,3274.23,3372.46,3089.17,90524.50
10/25/2018,2898.09,3260.35,3358.16,3076.07,90140.70
10/24/2018,2896.41,3258.46,3356.21,3074.29,90088.50
10/23/2018,2922.88,3288.24,3386.89,3102.39,90911.80
10/22/2018,2887.02,3247.90,3345.34,3064.33,89796.30
10/19/2018,2897.90,3260.14,3357.94,3075.87,90134.90
10/18/2018,2894.96,3256.83,3354.53,3072.75,90043.40
10/17/2018,2909.28,3272.94,3371.13,3087.96,90488.80
10/16/2018,2912.00,3276.00,3374.28,3090.84,90573.40
10/15/2018,2919.62,3284.57,3383.11,3098.93,90810.30
10/12/2018,2887.56,3248.51,3345.97,3064.91,89813.20
10/11/2018,2872.06,3231.07,3328.00,3048.45,89331.20
10/10/2018,2834.55,3188.87,3284.54,3008.64,88164.40
10/9/2018,2834.47,3188.78,3284.44,3008.55,88161.90
10/8/2018,2825.99,3179.24,3274.62,2999.55,87898.10
10/5/2018,2858.27,3215.55,3312.02,3033.81,88902.10
10/4/2018,2851.20,3207.60,3303.83,3026.31,88682.20
10/3/2018,2828.39,3181.94,3277.40,3002.10,87972.90
10/2/2018,2822.21,3174.99,3270.24,2995.54,87780.50
10/1/2018,2786.25,3134.53,3228.57,2957.37,86662.00
9/28/2018,2767.01,3112.89,3206.28,2936.95,86063.70
9/27/2018,2766.32,3112.11,3205.47,2936.21,86042.20
9/26/2018,2785.82,3134.05,3228.07,2956.91,86648.80
9/25/2018,2807.34,3158.26,3253.01,2979.76,87318.00
9/24/2018,2806.81,3157.66,3252.39,2979.19,87301.60
9/21/2018,2778.09,3125.35,3219.11,2948.70,86408.30
9/20/2018,2817.55,3169.74,3264.83,2990.58,87635.60
9/19/2018,2805.77,3156.49,3251.18,2978.08,87269.30
9/18/2018,2806.45,3157.26,3251.98,2978.81,87290.50
9/17/2018,2799.03,3148.91,3243.38,2970.94,87059.60
9/14/2018,2776.16,3123.18,3216.88,2946.66,86348.10
9/13/2018,2807.46,3158.39,3253.14,2979.88,87321.80
9/12/2018,2774.51,3121.32,3214.96,2944.90,86296.90
9/11/2018,2780.82,3128.42,3222.27,2951.60,86493.20
9/10/2018,2785.73,3133.95,3227.97,2956.82,86645.80
9/7/2018,2762.75,3108.09,3201.33,2932.42,85931.10
9/6/2018,2786.21,3134.49,3228.52,2957.32,86660.80
9/5/2018,2757.59,3102.29,3195.36,2926.95,85770.50
9/4/2018,2736.45,3078.51,3170.87,2904.52,85113.00
9/3/2018,2741.96,3084.71,3177.25,2910.36,85284.50
8/31/2018,2741.99,3084.74,3177.28,2910.39,85285.30
8/30/2018,2724.85,3065.46,3157.42,2892.20,84752.40
8/29/2018,2732.57,3074.14,3166.36,2900.39,84992.40
8/28/2018,2734.22,3076.00,3168.28,2902.14,85043.90
8/27/2018,2701.45,3039.13,3130.30,2867.35,84024.60
8/24/2018,2693.95,3030.69,3121.61,2859.39,83791.10
8/23/2018,2688.05,3024.06,3114.78,2853.14,83607.60
8/22/2018,2686.97,3022.84,3113.53,2851.99,83574.00
8/21/2018,2674.17,3008.44,3098.69,2838.40,83175.90
8/20/2018,2658.40,2990.70,3080.42,2821.66,82685.40
8/17/2018,2663.27,2996.18,3086.07,2826.84,82837.10
8/16/2018,2667.80,3001.28,3091.32,2831.65,82977.70
8/15/2018,2655.40,2987.33,3076.95,2818.49,82592.30
8/14/2018,2689.10,3025.24,3116.00,2854.26,83640.40
8/13/2018,2695.47,3032.40,3123.37,2861.01,83838.40
8/10/2018,2688.85,3024.96,3115.71,2853.99,83632.70
8/9/2018,2680.72,3015.81,3106.28,2845.35,83379.60
8/8/2018,2669.56,3003.26,3093.36,2833.52,83032.60
8/7/2018,2676.42,3010.97,3101.30,2840.79,83246.00
8/6/2018,2677.07,3011.70,3102.05,2841.48,83266.20
8/3/2018,2689.39,3025.56,3116.33,2854.56,83649.50
8/2/2018,2683.07,3018.45,3109.00,2847.84,83452.80
8/1/2018,2682.92,3018.29,3108.84,2847.70,83448.20
7/31/2018,2692.32,3028.86,3119.73,2857.67,83740.40
7/30/2018,2701.55,3039.24,3130.42,2867.46,84027.70
7/27/2018,2703.95,3041.94,3133.20,2870.01,84102.20
7/26/2018,2712.21,3051.24,3142.78,2878.79,84359.30
7/25/2018,2721.67,3061.88,3153.74,2888.83,84653.30
7/24/2018,2719.54,3059.48,3151.26,2886.55,84587.20
7/23/2018,2710.64,3049.47,3140.95,2877.11,84310.20
7/20/2018,2722.50,3062.81,3154.69,2889.70,84679.30
7/19/2018,2701.01,3038.64,3129.80,2866.90,84010.90
7/18/2018,2702.01,3039.76,3130.95,2867.95,84042.00
7/17/2018,2712.65,3051.73,3143.28,2879.24,84372.80
7/16/2018,2738.84,3081.20,3173.64,2907.05,85187.50
7/13/2018,2733.43,3075.11,3167.36,2901.30,85019.20
7/12/2018,2745.48,3088.67,3181.33,2914.10,85394.00
7/11/2018,2768.66,3114.74,3208.18,2938.69,86115.10
7/10/2018,2774.82,3121.67,3215.32,2945.23,86306.60
7/9/2018,2789.49,3138.18,3232.33,2960.81,86762.80
7/6/2018,2780.85,3128.46,3222.31,2951.64,86494.20
7/5/2018,2783.34,3131.26,3225.20,2954.28,86571.50
7/4/2018,2775.24,3122.15,3215.81,2945.68,86319.70
7/3/2018,2760.99,3106.11,3199.29,2930.55,85876.30
7/2/2018,2757.64,3102.35,3195.42,2927.00,85772.20
6/29/2018,2754.50,3098.81,3191.77,2923.66,85674.60
6/28/2018,2765.53,3111.22,3204.56,2935.38,86017.50
6/27/2018,2767.42,3113.35,3206.75,2937.38,86076.50
6/26/2018,2762.52,3107.84,3201.08,2932.19,85924.10
6/25/2018,2779.92,3127.41,3221.23,2950.65,86465.10
6/22/2018,2768.25,3114.28,3207.71,2938.26,86102.30
6/21/2018,2771.38,3117.80,3211.33,2941.58,86199.50
6/20/2018,2789.20,3137.85,3231.99,2960.50,86753.90
6/19/2018,2801.78,3152.00,3246.56,2973.85,87145.10
6/18/2018,2803.44,3153.87,3248.49,2975.62,87196.60
6/15/2018,2809.67,3160.88,3255.71,2982.23,87390.60
6/14/2018,2834.42,3188.72,3284.38,3008.49,88160.30
6/13/2018,2818.55,3170.87,3266.00,2991.66,87666.70
6/12/2018,2817.67,3169.88,3264.98,2990.72,87639.40
6/11/2018,2817.12,3169.26,3264.34,2990.14,87622.30
6/8/2018,2824.94,3178.06,3273.40,2998.43,87865.60
6/7/2018,2798.68,3148.52,3242.98,2970.57,87048.70
6/6/2018,2799.29,3149.20,3243.68,2971.21,87067.70
6/5/2018,2790.58,3139.40,3233.58,2961.96,86796.70
6/4/2018,2796.67,3146.25,3240.64,2968.43,86986.20
6/1/2018,2792.34,3141.38,3235.62,2963.83,86851.50
5/31/2018,2832.10,3186.11,3281.69,3006.03,88088.30
5/30/2018,2822.02,3174.77,3270.01,2995.33,87774.50
5/29/2018,2828.07,3181.58,3277.03,3001.76,87962.80
5/28/2018,2823.64,3176.60,3271.90,2997.06,87824.90
5/25/2018,2841.14,3196.28,3292.17,3015.63,88369.20
5/24/2018,2866.36,3224.66,3321.40,3042.40,89153.90
5/23/2018,2834.65,3188.98,3284.65,3008.74,88167.60
5/22/2018,2829.63,3183.33,3278.83,3003.41,88011.40
5/21/2018,2821.73,3174.45,3269.68,2995.03,87765.60
5/18/2018,2817.84,3170.07,3265.17,2990.90,87644.70
5/17/2018,2806.53,3157.35,3252.07,2978.90,87292.70
5/16/2018,2815.78,3167.75,3262.78,2988.71,87580.60
5/15/2018,2830.88,3184.74,3280.28,3004.74,88050.30
5/14/2018,2868.06,3226.57,3323.37,3044.21,89206.60
5/11/2018,2865.24,3223.40,3320.10,3041.21,89118.80
5/10/2018,2853.12,3209.76,3306.05,3028.34,88742.00
5/9/2018,2842.25,3197.53,3293.46,3016.81,88404.00
5/8/2018,2818.17,3170.44,3265.55,2991.24,87654.90
5/7/2018,2827.79,3181.26,3276.70,3001.46,87954.00
5/4/2018,2816.11,3168.12,3263.16,2989.05,87590.70
5/3/2018,2816.26,3168.29,3263.34,2989.22,87595.50
5/2/2018,2795.43,3144.86,3239.21,2967.12,86947.70
5/1/2018,2804.70,3155.29,3249.95,2976.95,87235.80
4/30/2018,2817.79,3170.01,3265.11,2990.84,87643.00
4/27/2018,2835.60,3190.05,3285.75,3009.75,88196.90
4/26/2018,2834.73,3189.07,3284.74,3008.82,88169.90
4/25/2018,2841.34,3196.51,3292.41,3015.85,88375.40
4/24/2018,2834.87,3189.23,3284.91,3008.98,88174.20
4/23/2018,2829.52,3183.21,3278.71,3003.30,88008.00
4/20/2018,2838.07,3192.83,3288.61,3012.37,88273.90
4/19/2018,2850.71,3207.05,3303.26,3025.79,88667.10
4/18/2018,2851.25,3207.66,3303.89,3026.36,88683.80
4/17/2018,2833.41,3187.59,3283.22,3007.43,88129.00
4/16/2018,2840.04,3195.05,3290.90,3014.46,88335.20
4/13/2018,2817.46,3169.64,3264.73,2990.49,87632.80
4/12/2018,2815.98,3167.98,3263.02,2988.93,87586.80
4/11/2018,2832.22,3186.25,3281.84,3006.17,88091.90
4/10/2018,2798.40,3148.20,3242.65,2970.27,87040.10
4/9/2018,2783.78,3131.75,3225.70,2954.74,86585.10
4/6/2018,2781.25,3128.91,3222.78,2952.07,86506.60
4/5/2018,2774.73,3121.57,3215.22,2945.14,86303.80
4/4/2018,2801.78,3152.00,3246.56,2973.85,87145.10
4/3/2018,2787.88,3136.37,3230.46,2959.10,86712.90
4/2/2018,2776.01,3123.01,3216.70,2946.50,86343.70
3/30/2018,2776.01,3123.01,3216.70,2946.50,86343.70
3/29/2018,2776.01,3123.01,3216.70,2946.50,86343.70
3/28/2018,2794.05,3143.31,3237.61,2965.65,86904.60
3/27/2018,2801.43,3151.61,3246.16,2973.48,87134.10
3/26/2018,2820.89,3173.50,3268.71,2994.14,87739.50
3/23/2018,2815.21,3167.11,3262.12,2988.10,87562.70
3/22/2018,2783.00,3130.88,3224.81,2953.93,86560.90
3/21/2018,2770.28,3116.57,3210.07,2940.42,86165.20
3/20/2018,2748.20,3091.73,3184.48,2916.98,85478.50
3/19/2018,2747.25,3090.66,3183.38,2915.98,85449.00
3/16/2018,2737.00,3079.13,3171.50,2905.09,85130.30
3/15/2018,2752.32,3096.36,3189.25,2921.35,85606.70
3/14/2018,2759.36,3104.28,3197.41,2928.83,85825.60
3/13/2018,2759.07,3103.95,3197.07,2928.52,85816.70
3/12/2018,2757.93,3102.67,3195.75,2927.31,85781.30
3/9/2018,2766.58,3112.40,3205.77,2936.49,86050.30
3/8/2018,2764.34,3109.88,3203.18,2934.11,85980.60
3/7/2018,2773.26,3119.92,3213.52,2943.58,86258.10
3/6/2018,2785.78,3134.00,3228.02,2956.87,86647.50
3/5/2018,2764.41,3109.96,3203.26,2934.19,85982.80
3/2/2018,2772.91,3119.52,3213.11,2943.21,86247.00
3/1/2018,2742.39,3085.19,3177.75,2910.82,85298.00
2/28/2018,2760.24,3105.27,3198.43,2929.76,85853.00
2/27/2018,2765.17,3110.82,3204.14,2934.99,86006.40
2/26/2018,2774.10,3120.86,3214.49,2944.47,86284.10
2/23/2018,2762.77,3108.12,3201.36,2932.45,85931.60
2/22/2018,2776.41,3123.46,3217.16,2946.92,86356.00
2/21/2018,2769.62,3115.82,3209.29,2939.71,86144.90
2/20/2018,2791.08,3139.97,3234.17,2962.50,86812.20
2/19/2018,2778.62,3125.95,3219.73,2949.27,86424.80
2/16/2018,2789.97,3138.72,3232.88,2961.32,86777.80
2/15/2018,2779.99,3127.49,3221.31,2950.72,86467.20
2/14/2018,2752.59,3096.66,3189.56,2921.64,85615.20
2/13/2018,2740.90,3083.51,3176.02,2909.23,85251.50
2/12/2018,2734.59,3076.41,3168.70,2902.53,85055.30
2/9/2018,2721.86,3062.09,3153.95,2889.02,84659.20
2/8/2018,2717.94,3057.68,3149.41,2884.86,84537.40
2/7/2018,2737.69,3079.90,3172.30,2905.83,85151.80
2/6/2018,2748.06,3091.57,3184.32,2916.84,85474.20
2/5/2018,2746.33,3089.62,3182.31,2915.00,85420.40
2/2/2018,2741.98,3084.73,3177.27,2910.38,85285.10
2/1/2018,2753.45,3097.63,3190.56,2922.55,85641.80
1/31/2018,2750.50,3094.31,3187.14,2919.42,85550.20
1/30/2018,2751.66,3095.62,3188.49,2920.66,85586.10
1/29/2018,2745.24,3088.40,3181.05,2913.84,85386.50
1/26/2018,2766.14,3111.91,3205.27,2936.03,86036.60
1/25/2018,2769.82,3116.05,3209.53,2939.93,86151.10
1/24/2018,2771.24,3117.65,3211.18,2941.44,86195.10
1/23/2018,2734.88,3076.74,3169.04,2902.84,85064.20
1/22/2018,2735.54,3077.48,3169.80,2903.54,85084.80
1/19/2018,2737.63,3079.83,3172.22,2905.75,85149.80
1/18/2018,2734.29,3076.08,3168.36,2902.22,85046.00
1/17/2018,2742.34,3085.13,3177.68,2910.75,85296.30
1/16/2018,2746.52,3089.84,3182.54,2915.21,85426.40
1/15/2018,2732.29,3073.83,3166.04,2900.09,84983.80
1/12/2018,2714.09,3053.35,3144.95,2880.77,84417.60
1/11/2018,2708.02,3046.52,3137.92,2874.33,84228.70
1/10/2018,2698.87,3036.23,3127.32,2864.63,83944.30
1/9/2018,2684.46,3020.02,3110.62,2849.33,83495.90
1/8/2018,2690.21,3026.49,3117.28,2855.43,83674.90
1/5/2018,2683.39,3018.81,3109.37,2848.18,83462.80
1/4/2018,2679.26,3014.17,3104.60,2843.81,83334.40
1/3/2018,2686.15,3021.92,3112.58,2851.12,83548.70
1/2/2018,2676.40,3010.95,3101.28,2840.77,83245.30
1/1/2018,2649.26,2980.42,3069.83,2811.96,82401.30
12/29/2017,2649.26,2980.42,3069.83,2811.96,82401.30
12/28/2017,2660.83,2993.43,3083.23,2824.24,82761.20
12/27/2017,2639.19,2969.09,3058.16,2801.27,82087.90
12/26/2017,2606.47,2932.28,3020.25,2766.55,81070.30
12/25/2017,2604.95,2930.57,3018.49,2764.94,81022.90
12/22/2017,2604.95,2930.57,3018.49,2764.94,81022.90
12/21/2017,2605.10,2930.74,3018.66,2765.09,81027.60
12/20/2017,2605.55,2931.24,3019.18,2765.57,81041.80
12/19/2017,2596.34,2920.88,3008.51,2755.80,80755.30
12/18/2017,2601.77,2926.99,3014.80,2761.56,80924.20
12/15/2017,2585.86,2909.09,2996.36,2744.67,80429.30
12/14/2017,2587.89,2911.38,2998.72,2746.83,80492.50
12/13/2017,2574.91,2896.77,2983.67,2733.04,80088.80
12/12/2017,2569.69,2890.90,2977.63,2727.51,79926.40
12/11/2017,2580.73,2903.32,2990.42,2739.22,80269.70
12/8/2017,2592.14,2916.16,3003.64,2751.33,80624.70
12/7/2017,2605.70,2931.41,3019.35,2765.72,81046.30
12/6/2017,2621.56,2949.26,3037.74,2782.57,81539.50
12/5/2017,2621.63,2949.33,3037.81,2782.63,81541.80
12/4/2017,2636.53,2966.10,3055.08,2798.45,82005.40
12/1/2017,2644.21,2974.74,3063.98,2806.61,82244.20
11/30/2017,2653.96,2985.71,3075.28,2816.96,82547.30
11/29/2017,2656.73,2988.82,3078.48,2819.89,82633.40
11/28/2017,2675.93,3010.42,3100.73,2840.27,83230.60
11/27/2017,2687.76,3023.73,3114.44,2852.83,83598.70
11/24/2017,2684.07,3019.58,3110.17,2848.92,83484.00
11/23/2017,2682.00,3017.25,3107.77,2846.72,83419.50
11/22/2017,2686.93,3022.80,3113.48,2851.95,83572.90
11/21/2017,2678.28,3013.07,3103.46,2842.77,83303.80
11/20/2017,2691.83,3028.31,3119.16,2857.15,83725.20
11/17/2017,2686.61,3022.44,3113.11,2851.61,83563.00
11/16/2017,2686.00,3021.75,3112.40,2850.96,83544.00
11/15/2017,2689.33,3025.50,3116.27,2854.50,83647.50
11/14/2017,2680.25,3015.28,3105.74,2844.86,83365.20
11/13/2017,2687.91,3023.90,3114.62,2852.99,83603.50
11/10/2017,2689.71,3025.92,3116.70,2854.90,83659.30
11/9/2017,2683.53,3018.97,3109.54,2848.34,83467.00
11/8/2017,2681.96,3017.21,3107.73,2846.68,83418.30
11/7/2017,2666.31,2999.60,3089.59,2830.06,82931.50
11/6/2017,2643.72,2974.19,3063.42,2806.09,82228.80
11/3/2017,2631.34,2960.26,3049.07,2792.95,81843.70
11/2/2017,2659.24,2991.65,3081.40,2822.56,82711.50
11/1/2017,2652.00,2983.50,3073.01,2814.88,82486.50
10/31/2017,2645.02,2975.65,3064.92,2807.47,82269.20
10/30/2017,2651.99,2983.49,3072.99,2814.86,82486.00
10/27/2017,2647.80,2978.78,3068.14,2810.42,82355.70
10/26/2017,2654.70,2986.54,3076.14,2817.74,82570.50
10/25/2017,2662.60,2995.43,3085.29,2826.13,82816.00
10/24/2017,2670.42,3004.22,3094.35,2834.42,83059.40
10/23/2017,2664.44,2997.50,3087.43,2828.09,82873.30
10/20/2017,2682.13,3017.40,3107.92,2846.85,83423.70
10/19/2017,2693.02,3029.65,3120.54,2858.41,83762.30
10/18/2017,2680.04,3015.05,3105.50,2844.64,83358.60
10/17/2017,2682.18,3017.45,3107.97,2846.90,83425.20
10/16/2017,2713.05,3052.18,3143.75,2879.68,84385.40
10/13/2017,2712.26,3051.29,3142.83,2878.83,84360.60
10/12/2017,2700.10,3037.61,3128.74,2865.93,83982.60
10/11/2017,2700.80,3038.40,3129.55,2866.67,84004.30
10/10/2017,2709.35,3048.02,3139.46,2875.75,84270.30
10/9/2017,2687.80,3023.78,3114.49,2852.87,83599.90
10/6/2017,2650.58,2981.90,3071.36,2813.37,82442.20
10/5/2017,2666.62,2999.95,3089.95,2830.39,82941.30
10/4/2017,2662.31,2995.10,3084.95,2825.81,82807.10
